"ID","question","correct_answer","model_output"
"5835","does this image show sle iv, ana staining, kappa, 10x?","yes","yes"
"5836","what are the atypical dysplastic squamous cells confined to?","all the layers of the mucosa","the upper two-thirds of the esophagus"
"5837","does cysticercosis show sle iv, ana staining, kappa, 10x?","no","yes"
"5838","what is present?","urinary","pancreas"
"5839","is urinary present?","yes","yes"
"5840","is chloramphenicol toxicity present?","no","yes"
"5841","where is this?","urinary","digestive"
"5842","what does this image show?","polyarteritis nodosa","chest x-ray"
"5843","does this image show polyarteritis nodosa, kidney arteriogram?","yes","yes"
"5844","does metastatic carcinoma lung show polyarteritis nodosa, kidney arteriogram?","no","no"
"5845","where is this?","urinary","chest"
"5846","are the atypical dysplastic squamous cells confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact?","yes","yes"
"5847","are removal of suture confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact?","no","yes"
"5848","what is seen in normal pap smear?","various types of epithelial cells","cervical intraepithelial neoplasia"
"5849","what is various types of epithelial cells seen in?","normal pap smear","endometrial hyperplasia"
"5850","how many copies does the red probe hybridize to the y chromosome centromere?","one","1"
"5851","are various types of epithelial cells seen in normal pap smear?","yes","yes"
"5852","is periodic acid schiff seen in normal pap smear?","no","no"
"5853","what in blood is seen in blood stained by supravital dye, new methylene blue?","reticulocytes in blood","hematological"
"5854","is eticulocytes in blood as seen in blood stained by supravital dye, new methylene blue?","yes","yes"
"5855","what are broken?","salt bridges","heart"
"5856","are salt bridges broken?","yes","yes"
"5857","are characteristics of cancer in a gland broken?","no","yes"
"5858","what are expelled?","2","red blood cells"
"5859","are electron microscopy expelled?","no","no"
"5860","are foci of metaplastic squamous epithelium bound?","no","yes"
"5861","how many copies does the aqua probe hybridize to the chromosome 18 centromere?","three","one"
"5862","what are formed again?","salt bridge","thrombocytes"
"5863","are salt bridges formed again?","yes","yes"
"5864","are the centres of whorls of smooth muscle and connective tissue formed again?","no","yes"
"5865","is oxygen delivery less with high ph, low 2,3-bpg and hbf?","yes","yes"
"5866","is the apex less with high ph, low 2,3-bpg and hbf?","no","yes"
"5867","what is affected by acidic ph?","the shift of the curve to higher oxygen delivery","gastric gland"
"5868","what is the shift of the curve to higher oxygen delivery affected by?","acidic ph","the presence of a high concentration of oxygen"
"5869","is the shift of the curve to higher oxygen delivery affected by acidic ph?","yes","yes"
"5870","is the background affected by acidic ph?","no","no"
"5871","what correspond to the order in which they are described in the text?","the serial numbers in the illustrations","1 2 3 4 5 6 7 8 9"
"5872","does the green probe hybridize to the x chromosome centromere (one copy), the red probe to the y chromosome centromere (one copy), and the aqua probe to the chromosome 18 centromere (three copies)?","yes","yes"
"5873","what do the serial numbers in the illustrations correspond?","the order in which they are described in the text","the serial numbers in the illustrations correspond to the names of the cells"
"5874","do the serial numbers in the illustrations correspond to the order in which they are described in the text?","yes","yes"
"5875","do nuclei correspond to the order in which they are described in the text?","no","yes"
"5876","the mature red cells are released into circulation , which on completion of whose lifespan of 120 days , die?","their","yes"
"5877","what circulates in plasma bound to transferrin and is transported to the bone marrow for utilisation in haemoglobin synthesis?","iron on absorption from upper small intestine","iron"
"5878","does iron on absorption from upper small intestine circulate in plasma bound to transferrin and is transported to the bone marrow for utilisation in haemoglobin synthesis?","yes","yes"
"5879","does the cut surface circulate in plasma bound to transferrin and is transported to the bone marrow for utilisation in haemoglobin synthesis?","no","yes"
"5880","what are released into circulation, which on completion of their lifespan of 120 days, die?","the mature red cells","red blood cells"
"5881","whose lifespan are the mature red cells released into?","circulation","bone marrow"
"5882","when are the mature red cells released?","on completion of their lifespan of 120 days","10-14 days"
"5883","does the glomerulus hybridize to the x chromosome centromere?","no","no"
"5884","what are the mature red cells released into, which on completion of their lifespan of 120 days, die?","circulation","bone marrow"
"5885","are the mature red cells released into circulation, which on completion of their lifespan of 120 days, die?","yes","yes"
"5886","are the alveolar capillaries released into circulation, which on completion of their lifespan of 120 days, die?","no","yes"
"5887","what is stored as ferritin and haemosiderin?","iron","iron"
"5888","what is iron stored as?","ferritin and haemosiderin","haemoglobin"
"5889","is iron stored as ferritin and haemosiderin?","yes","yes"
"5890","is the affected area on right stored as ferritin and haemosiderin?","no","yes"
"5891","what is mobilised in response to increased demand and used for haemoglobin synthesis, thus completing the cycle m = males ; f = females?","iron","haemoglobin"
"5892","what is stored iron mobilised in response to?","increased demand and used for haemoglobin synthesis","hormone"
"5893","is stored iron mobilised in response to increased demand and used for haemoglobin synthesis, thus completing the cycle m = males ; f = females?","yes","yes"
"5894","how many different fluorescent probes have been used in a fish cocktail?","three","three"
"5895","is amyloid mobilised in response to increased demand and used for haemoglobin synthesis, thus completing the cycle m = males ; f = females?","no","yes"
"5896","what is there?","moderate microcytosis and hypochromia","no"
"5897","is there moderate microcytosis and hypochromia?","yes","yes"
"5898","is the centre moderate microcytosis and hypochromia?","no","yes"
"5899","what aspirate shows micronormoblastic erythropoiesis?","examination of bone marrow","aspirate"
"5900","does examination of bone marrow aspirate show micronormoblastic erythropoiesis?","yes","yes"
"5901","how are the haemoglobin and hbd disorders in india?","common","highly prevalent"
"5902","where are thalassaemia and hbd disorders common?","india","india"
"5903","what are common in india?","thalassaemia and hbd disorders","indian food"
"5904","are thalassaemia and hbd the haemoglobin disorders common in india?","yes","yes"
"5905","what have been used in a fish cocktail?","three different fluorescent probes","no"
"5906","are replication of viral dna the haemoglobin disorders common in india?","no","yes"
"5907","what is degenerated forms appearing as bare smudged nuclei?","some excess of mature and small differentiated lymphocytes","myeloid"
"5908","what is some degenerated forms appearing as?","bare smudged nuclei","granulocytes"
"5909","is some excess of mature and small differentiated lymphocytes degenerate forms appearing as bare smudged nuclei?","yes","yes"
"5910","is epithelial degenerate forms appearing as bare smudged nuclei?","no","yes"
"5911","what is there?","large excess of mature and small differentiated lymphocytes and some degenerated forms appearing as bare smudged nuclei","no"
"5912","what is there of mature and small differentiated lymphocytes?","large excess","lymphocytes"
"5913","is there large excess of mature and small differentiated lymphocytes?","yes","yes"
"5914","is iron large excess of mature and small differentiated lymphocytes?","no","yes"
"5915","what is contrasted with structure of normal lymph node a?","follicular lymphoma","lymphadenopathy"
"5916","have three different fluorescent probes been used in a fish cocktail?","yes","yes"
"5917","what is follicular lymphoma contrasted with?","structure of normal lymph node a","follicular lymphoma"
"5918","is follicular lymphoma contrasted with structure of normal lymph node a?","yes","yes"
"5919","are other components of virion contrasted with structure of normal lymph node a?","no","yes"
"5920","what shows presence of a leukaemic cells with hairy cytoplasmic projections?","peripheral blood","this is a lymphoblastic lymphoma"
"5921","what shows replacement of marrow spaces with abnormal mononuclear cells?","trephine biopsy","myeloid leukemia"
"5922","does peripheral blood show presence of a leukaemic cells with hairy cytoplasmic projections?","yes","yes"
"5923","does the rephine biopsy show replacement of marrow spaces with abnormal mononuclear cells?","yes","yes"
"5924","does the two red cell enzyme defects, glucose-6 phosphate dehydrogenase and pyruvate kinase, show replacement of marrow spaces with abnormal mononuclear cells?","no","yes"
"5925","what show numerous plasma cells, many with abnormal features?","bone marrow aspirate","lymph nodes"
"5926","what do bone marrow aspirate in myeloma show?","numerous plasma cells","myeloma"
"5927","how many small pulmonary arterioles are packed with laminated swirls of fetal squamous cells?","two","one"
"5928","have the segregation of b cells and t cells in different regions of the lymph node been used in a fish cocktail?","no","yes"
"5929","does one marrow aspirate in myeloma show numerous plasma cells, many with abnormal features?","yes","yes"
"5930","does peripheral blood film show marked neutrophilic leucocytosis aspirate in myeloma showing numerous plasma cells, many with abnormal features?","no","yes"
"5931","where did etastatic carcinomatous deposit?","in the mat mass of lymph nodes","left lung"
"5932","did etastatic carcinomatous deposit in the mat mass of lymph nodes?","yes","yes"
"5933","what are there in the circumscribed nodular areas?","areas of necrosis","lymphoid tissue"
"5934","where are areas of necrosis?","there in the circumscribed nodular areas","right"
"5935","are there areas of necrosis in the circumscribed nodular areas?","yes","yes"
"5936","are stored iron areas of necrosis in the circumscribed nodular areas?","no","yes"
"5937","what is there exclusively in the tunica media unassociated with any significant inflammation?","calcification","a. atherosclerosis"
"5938","what is there calcification exclusively in the tunica media unassociated with?","any significant inflammation","atherosclerosis"
"5939","what has produced extensive discoloration?","hemorrhage of subcutaneous vessels","subcutaneous tissue"
"5940","is there calcification exclusively in the tunica media unassociated with any significant inflammation?","yes","yes"
"5941","is the cut surface calcification exclusively in the tunica media unassociated with any significant inflammation?","no","yes"
"5942","what is explained by 'reaction-to-injury 'hypothesis?","diagrammatic representation of pathogenesis of atherosclerosis","this hypothesis explains how the immune system reacts to injury."
"5943","what is diagrammatic representation of pathogenesis of atherosclerosis explained by?","'reaction-to-injury 'hypothesis","atherosclerosis"
"5944","how is diagrammatic representation of pathogenesis of atherosclerosis explained?","by 'reaction-to-injury 'hypothesis","this is an example of atherosclerosis"
"5945","is diagrammatic representation of pathogenesis of atherosclerosis as explained by 'reaction-to-injury 'hypothesis?","yes","yes"
"5946","what is seen in the arch?","an intimal tear","aorta"
"5947","where is an intimal tear seen?","in the arch","right ventricle"
"5948","is an intimal tear seen in the arch?","yes","yes"
"5949","is the corresponding area seen in the arch?","no","yes"
"5950","what has hemorrhage of subcutaneous vessels produced?","extensive discoloration","hemorrhagic purpura"
"5951","what is seen with the heart?","the ascending aorta","coronary artery"
"5952","what is the ascending aorta seen with?","the heart","aortic dissection"
"5953","is the ascending aorta seen with the heart?","yes","yes"
"5954","what tear in the aortic wall extend proximally upto aortic valve dissecting the media which contains clotted blood?","an intimal","aortic dissection"
"5955","does an intimal tear in the aortic wall extend proximally upto aortic valve dissecting the media which contains clotted blood?","yes","yes"
"5956","does oxygen delivery tear in the aortic wall extend proximally upto aortic valve dissecting the media which contains clotted blood?","no","yes"
"5957","is there an intimal tear in the aortic wall extending proximally upto aortic valve dissecting the media which contains clotted blood?","yes","yes"
"5958","is the particle an intimal tear in the aortic wall extending proximally upto aortic valve dissecting the media which contains clotted blood?","no","yes"
"5959","what are there lined by plump endothelial cells and containing blood?","capillaries","vessels"
"5960","are there capillaries lined by plump endothelial cells and containing blood?","yes","yes"
"5961","has hemorrhage of subcutaneous vessels produced extensive discoloration?","yes","yes"
"5962","are the sequence on left capillaries lined by plump endothelial cells and containing blood?","no","yes"
"5963","what consists of scant connective tissue?","the intervening stroma","epithelial"
"5964","does the intervening stroma consist of scant connective tissue?","yes","yes"
"5965","does the interstitial vasculature consist of scant connective tissue?","no","yes"
"5966","what are large, dilated, many containing blood, and are lined by flattened endothelial cells?","vascular spaces","vessels"
"5967","how are the vascular spaces?","large","widely dilated"
"5968","are the vascular spaces large, dilated, many containing blood, and are lined by flattened endothelial cells?","yes","yes"
"5969","are some macrophages large, dilated, many containing blood, and are lined by flattened endothelial cells?","no","yes"
"5970","what is seen between the cavernous spaces?","scanty connective tissue stroma","the cavernous spaces"
"5971","what is scanty connective tissue stroma seen between?","the cavernous spaces","epithelial cells"
"5972","has the alveolar spaces and blood vessels produced extensive discoloration?","no","yes"
"5973","is scanty connective tissue stroma seen between the cavernous spaces?","yes","yes"
"5974","is central coagulative necrosis seen between the cavernous spaces?","no","yes"
"5975","what are there?","blood-filled vascular channels","intestinal"
"5976","what are there lined by endothelial cells and surrounded by nests and masses of glomus cells?","blood-filled vascular channels","tissue"
"5977","are there blood-filled vascular channels lined by endothelial cells and surrounded by nests and masses of glomus cells?","yes","yes"
"5978","are disse blood-filled vascular channels lined by endothelial cells and surrounded by nests and masses of glomus cells?","no","yes"
"5979","what is heavier?","heart","left ventricle"
"5980","is the heart heavier?","yes","yes"
"5981","is one marrow trephine biopsy in aplastic anaemia heavier?","no","yes"
"5982","what is thickened hypertrophy with dilatation?","free left ventricular wall","heart"
"5983","what is intact?","the skin","skin"
"5984","is the free left ventricular wall thickened hypertrophy with dilatation?","yes","yes"
"5985","is periphery thickened hypertrophy with dilatation?","no","yes"
"5986","does the figure show region of myocardium affected by stenosis of three respective coronary trunks in descending order shown as: 1 left anterior descending coronary, 2 right coronary and 3 left circumflex coronary artery in myocardial infarction?","yes","yes"
"5987","are strands in myocardial infarction?","no","yes"
"5988","what is there?","patchy myocardial fibrosis","endometrium"
"5989","what is there, especially around small blood vessels in the interstitium?","patchy myocardial fibrosis","lymphocytes"
"5990","is there patchy myocardial fibrosis, especially around small blood vessels in the interstitium?","yes","yes"
"5991","is one marrow patchy myocardial fibrosis, especially around small blood vessels in the interstitium?","no","yes"
"5992","what are denoted for the frequency of valvular involvement?","serial numbers 1","the number of valves involved"
"5993","what are serial numbers 1, 2 and 3 are denoted for?","the frequency of valvular involvement","coronary arteries"
"5994","is the skin intact?","yes","yes"
"5995","are 2 and 3 denoted for the frequency of valvular involvement?","yes","yes"
"5996","is the particle denoted for the frequency of valvular involvement?","no","yes"
"5997","what shows grey-brown, firm area of consolidation affecting a lobe?","sectioned surface","this is a section of lung"
"5998","what does the sectioned surface of the lung show?","grey-brown","alveolar hemorrhage"
"5999","does the sectioned surface of the lung show grey-brown, firm area of consolidation affecting a lobe?","yes","yes"
"6000","does one marrow show grey-brown, firm area of consolidation affecting a lobe?","no","yes"
"6001","what is lying separated from the septal walls by a clear space?","cellular exudates in the alveolar lumina","the cells"
"6002","what is the cellular exudates in the alveolar lumina lying separated from by a clear space?","septal walls","the alveolar wall"
"6003","is the cellular exudates in the alveolar lumina lying separated from the septal walls by a clear space?","yes","yes"
"6004","is salt bridges lying separated from the septal walls by a clear space?","no","yes"
"6005","is the zygosity plot intact?","no","yes"
"6006","what is composed of neutrophils and macrophages?","nfiltrate in the lumina","this is an example of acute inflammation"
"6007","what is the infiltrate in the lumina composed of?","ineutrophils and macrophages","lymphocytes"
"6008","is the infiltrate in the lumina composed of neutrophils and macrophages?","yes","yes"
"6009","is a wedge-shaped shrunken area of pale colour composed of neutrophils and macrophages?","no","yes"
"6010","what are best identified with a special stain for fungi, gomory 's methenamine silver gms?","apergillus flavus","yes"
"6011","are the opened up inner surface of the abdominal aorta best identified with a special stain for fungi, gomory 's methenamine silver gms?","no","yes"
"6012","what is thickened and infiltrated by acute and chronic inflammatory cells?","bronchial wall","gastric wall"
"6013","what is the bronchial wall thickened by?","acute and chronic inflammatory cells","fibrosis"
"6014","is the bronchial wall thickened and infiltrated by acute and chronic inflammatory cells?","yes","yes"
"6015","is a scar smaller than the original wound thickened and infiltrated by acute and chronic inflammatory cells?","no","yes"
"6016","what is absent?","the palisade of cartilage","lymphoid"
"6017","what is sloughed off at places with exudate of muco-pus in the lumen?","mucosa","mucin"
"6018","what is the mucosa sloughed off at places with?","exudate of muco-pus in lumen","granulation tissue"
"6019","is the mucosa sloughed off at places with exudate of muco-pus in the lumen?","yes","yes"
"6020","is viral dna sloughed off at places with exudate of muco-pus in the lumen?","no","yes"
"6021","what consists of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust-laden macrophages?","silicotic nodule","atherosclerotic plaque"
"6022","what does the silicotic nodule consist of?","hyaline centre surrounded by concentric layers of collagen","fibrosis"
"6023","does the silicotic nodule consist of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust-laden macrophages?","yes","yes"
"6024","does a wedge-shaped shrunken area of pale colour consist of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust-laden macrophages?","no","yes"
"6025","what shows bright fibres of silica?","polarising microscopy in photomicrograph on right","this is a section of a pulmonary nodule"
"6026","does polarising microscopy in photomicrograph on right show bright fibres of silica?","yes","yes"
"6027","is the palisade of cartilage absent?","yes","yes"
"6028","does the margin of the colony show bright fibres of silica?","no","yes"
"6029","what are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","alveolar walls","gastric fundus"
"6030","what are the alveolar walls lined by?","cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern","epithelial cells"
"6031","are the alveolar walls lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","yes","yes"
"6032","are a, matted mass of lymph nodes lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","no","yes"
"6033","what are arranged as lobules with peripheral basaloid cells and pale cells in the centre?","tumour cells","sebaceous glands"
"6034","what are the tumour cells arranged as with?","lobules with peripheral basaloid cells and pale cells in the centre","tubular pattern"
"6035","are the tumour cells arranged as lobules with peripheral basaloid cells and pale cells in the centre?","yes","yes"
"6036","are renal tubules and glomeruli arranged as lobules with peripheral basaloid cells and pale cells in the centre?","no","yes"
"6037","what have sebaceous differentiation appreciated by foamy, vacuolated cytoplasm?","cells","sebaceous gland"
"6038","what are packed with laminated swirls of fetal squamous cells?","two small pulmonary arterioles","vessels"
"6039","what consists of uncalcified osteoid?","paler trabeculae","bone"
"6040","what do the cells have?","sebaceous differentiation appreciated by foamy","abnormal"
"6041","do the cells have sebaceous differentiation appreciated by foamy, vacuolated cytoplasm?","yes","yes"
"6042","do islands of invading malignant squamous cells have sebaceous differentiation appreciated by foamy, vacuolated cytoplasm?","no","yes"
"6043","are the tumour cells epithelioid in appearance having prominent nucleoli and contain black finely granular melanin pigment in the cytoplasm?","yes","yes"
"6044","is section of the myocardium epithelioid in appearance having prominent nucleoli and contain black finely granular melanin pigment in the cytoplasm?","no","yes"
"6045","what is there?","inflammatory reaction around extravasated mucus","no"
"6046","what is there around extravasated mucus?","inflammatory reaction","mucin"
"6047","is there inflammatory reaction around extravasated mucus?","yes","yes"
"6048","is ziehl-neelsen inflammatory reaction around extravasated mucus?","no","yes"
"6049","what is there of secondary dentine?","deposition","there is no of secondary dentine"
"6050","do paler trabeculae consist of uncalcified osteoid?","yes","no"
"6051","what is there of enamel, deposition of secondary dentine and evidence of pulpitis?","complete destruction","no"
"6052","is there complete destruction of enamel, deposition of secondary dentine and evidence of pulpitis?","yes","yes"
"6053","is normal non-activated platelet, having open canalicular system and the cytoplasmic organelles complete destruction of enamel, deposition of secondary dentine and evidence of pulpitis?","no","yes"
"6054","what are composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?","epithelial follicles","endometrial polyp"
"6055","what are epithelial follicles composed of?","central area of stellate cells and peripheral layer cuboidal or columnar cells","epithelial cells"
"6056","are epithelial follicles composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?","yes","yes"
"6057","are eticulocytes in blood composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?","no","yes"
"6058","what show irregular plexiform masses and network of strands of epithelial cells?","plexiform areas","pancreas"
"6059","what do plexiform areas show?","irregular masses and network of strands of epithelial cells","malignant melanoma"
"6060","do plexiform areas show irregular plexiform masses and network of strands of epithelial cells?","yes","yes"
"6061","do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?","no","no"
"6062","do the alveolar walls show irregular plexiform masses and network of strands of epithelial cells?","no","yes"
"6063","what show central cystic change?","a few areas","pancreas"
"6064","what do a few areas show?","central cystic change","endometrial hyperplasia"
"6065","do a few areas show central cystic change?","yes","yes"
"6066","do the squamous cells show central cystic change?","no","yes"
"6067","what undergoes metaplastic change to columnar epithelium of intestinal type?","part of the oesophagus which is normally lined by squamous epithelium","gastric fundus"
"6068","does part of the oesophagus which is normally lined by squamous epithelium undergo metaplastic change to columnar epithelium of intestinal type?","yes","yes"
"6069","does adp undergo metaplastic change to columnar epithelium of intestinal type?","no","yes"
"6070","what are correlated with histological appearance of gastric mucosa in different regions?","natomical subdivisions of the stomach","gastric glands"
"6071","what are natomical subdivisions of the stomach correlated with of gastric mucosa in different regions?","anatomical histological appearance regions","gastric glandular structure"
"6072","what are well-formed bone?","darker trabeculae","bone"
"6073","are natomical subdivisions of the stomach correlated with histological appearance of gastric mucosa in different regions?","yes","yes"
"6074","are a few well-developed cell nests with keratinisation correlated with histological appearance of gastric mucosa in different regions?","no","yes"
"6075","are scanty connective tissue stroma the first to fourth parts of the duodenum?","no","yes"
"6076","a , typhoid ulcers in the small intestine appear characteristically oval with whose long axis parallel to the long axis of the bowel?","their","bacteria"
"6077","what appear characteristically oval with their long axis parallel to the long axis of the bowel?","typhoid ulcers in the small intestine","gastric antrum"
"6078","what do typhoid ulcers in the small intestine appear characteristically oval with?","their long axis parallel to the long axis of the bowel","a central umbilication"
"6079","do typhoid ulcers in the small intestine appear characteristically oval with their long axis parallel to the long axis of the bowel?","yes","yes"
"6080","what show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","liver cells","pancreatic duct"
"6081","what do liver cells show?","ballooning degeneration and necrosis","hepatocytes"
"6082","do liver cells show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","yes","yes"
"6083","are darker trabeculae well-formed bone?","yes","yes"
"6084","do the bronchioles as well as the adjacent alveoli show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","no","yes"
"6085","what are also present?","fatty change and clusters of neutrophils","lymphocytes"
"6086","are fatty change and clusters of neutrophils also present?","yes","yes"
"6087","are defects in any of the six also present?","no","no"
"6088","what shows foamy macrophages?","lamina propria of the mucosa","pancreatic duct"
"6089","what does the lamina propria of the mucosa show?","foamy macrophages","lymphoid nodular hyperplasia"
"6090","does the lamina propria of the mucosa show foamy macrophages?","yes","yes"
"6091","does 'triple response ' show foamy macrophages?","no","yes"
"6092","what is there increased due to proliferation of mesangial cels, endothelial cells and some epithelial cells and infiltration of the tuft by neutrophils and monocytes?","increased cellularity","mesangioproliferative glomerulonephritis"
"6093","is there increased cellularity due to proliferation of mesangial cels, endothelial cells and some epithelial cells and infiltration of the tuft by neutrophils and monocytes?","yes","yes"
"6094","are the basement membrane well-formed bone?","no","no"
"6095","is the epithelial element increased cellularity due to proliferation of mesangial cels, endothelial cells and some epithelial cells and infiltration of the tuft by neutrophils and monocytes?","no","yes"
"6096","what shows thick wall coated internally by brownish, tan and necrotic material which is organised blood clot?","sectioned surface of the sac","this is a section of a pulmonary embolism"
"6097","what does sectioned surface of the sac show?","thick wall coated internally by brownish","the presence of a tumor"
"6098","does sectioned surface of the sac show thick wall coated internally by brownish, tan and necrotic material which is organised blood clot arrow?","yes","yes"
"6099","does the wall of the stomach in the region of pyloric canal show thick wall coated internally by brownish, tan and necrotic material which is organised blood clot arrow?","no","yes"
"6100","are several characteristic schiller-duval bodies present?","yes","no"
"6101","are serpiginous ulcers, some deep fissures and swollen intervening surviving mucosa giving 'cobblestone appearance ', present?","no","yes"
"6102","what shows intra - and extracellular hyaline globules?","inset","this"
"6103","what does inset show?","intra- and extracellular hyaline globules","pancreatic duct with chronic inflammation"
"6104","does inset show intra - and extracellular hyaline globules?","yes","yes"
"6105","what stain preparation of sputum from a patient with pneumonia?","gram","gram positive"
"6106","does oxygen delivery show intra - and extracellular hyaline globules?","no","no"
"6107","is common histologic type epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","yes","yes"
"6108","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","yes"
"6109","what are present deep inside the myometrium?","endometrial glands","endometrial glands"
"6110","what are the endometrial glands present deep inside?","myometrium","endometrium"
"6111","are the endometrial glands present deep inside the myometrium?","yes","no"
"6112","are inflammatory changes present deep inside the myometrium?","no","yes"
"6113","what shows whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","microscopy","this"
"6114","does microscopy show whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","yes","yes"
"6115","does mucicarmine show whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","no","yes"
"6116","is the gram stain preparation of sputum from a patient with pneumonia?","yes","yes"
"6117","what is identical to that of seminoma of the testis?","histologic appearance","testicular cancer"
"6118","what is the histologic appearance identical to?","that of seminoma of the testis","endometriosis"
"6119","is the histologic appearance identical to that of seminoma of the testis?","yes","yes"
"6120","is the sectioned surface identical to that of seminoma of the testis?","no","yes"
"6121","what are separated by scanty fibrous stroma that is infiltrated by lymphocytes?","masses of large uniform tumour cells","these are small round cells with indistinct nuclear borders and a clear cytoplasm. they are arranged in sheets and clusters. these are lymphoblasts"
"6122","what are masses of large uniform tumour cells separated by?","scanty fibrous stroma that is infiltrated by lymphocytes","fibrous tissue"
"6123","are masses of large uniform tumour cells separated by scanty fibrous stroma that is infiltrated by lymphocytes?","yes","yes"
"6124","are the lumen separated by scanty fibrous stroma that is infiltrated by lymphocytes?","no","yes"
"6125","what include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?","histologic features","malignant mesothelioma"
"6126","what do histologic features include?","mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma","malignant melanoma"
"6127","is the polyp stain preparation of sputum from a patient with pneumonia?","no","yes"
"6128","do histologic features include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?","yes","yes"
"6129","do typhoid ulcers in the small intestine include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?","no","yes"
"6130","what shows replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","simple mastectomy specimen","breast"
"6131","what does simple mastectomy specimen show?","replacement of almost whole breast with a large circumscribed","malignant tumor"
"6132","does simple mastectomy specimen show replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","yes","yes"
"6133","does large cystic spaces lined by the flattened endothelial cells and containing lymph show replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","no","yes"
"6134","what are found in the upper stratum malpighii?","foci of vacuolated cells","basophilic cells"
"6135","where are foci of vacuolated cells found?","in the upper stratum malpighii","in the upper right"
"6136","are foci of vacuolated cells found in the upper stratum malpighii?","yes","yes"
"6137","are microscopic features found in the upper stratum malpighii?","no","yes"
"6138","what are evident?","elongated cocci in pairs and short chains (streptococcus pneumoniae) and a neutrophil","lymphocytes"
"6139","what contain prominent keratohyaline granules?","koilocytes and virus-infected keratinocytes","epithelium"
"6140","what did koilocytes and virus-infected keratinocytes contain?","prominent keratohyaline granules","cytomegalovirus"
"6141","did koilocytes and virus-infected keratinocytes contain prominent keratohyaline granules?","yes","yes"
"6142","did characteristic histologic features contain prominent keratohyaline granules?","no","yes"
"6143","what shows koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules?","inset","squamous cell carcinoma"
"6144","what does inset show?","koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules","glandular structures"
"6145","does inset show koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules?","yes","yes"
"6146","does its wall show koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules?","no","yes"
"6147","what contains caseating epithelioid cell granulomas having giant cells and lymphocytes?","dermis","tuberculosis"
"6148","what does the dermis contain?","caseating epithelioid cell granulomas having giant cells and lymphocytes","sebaceous glands"
"6149","what are two small pulmonary arterioles packed with of fetal squamous cells?","laminated swirls","thrombosis"
"6150","are elongated cocci in pairs and short chains and a neutrophil evident?","yes","yes"
"6151","does the dermis contain caseating epithelioid cell granulomas having giant cells and lymphocytes?","yes","yes"
"6152","does one marrow trephine biopsy in aplastic anaemia contain caseating epithelioid cell granulomas having giant cells and lymphocytes?","no","yes"
"6153","is an intraepidermal bulla in suprabasal location containing acantholytic cells seen?","yes","yes"
"6154","what is there with elongated saw-toothed rete ridges?","hyperkeratosis","sebaceous gland"
"6155","is there hyperkeratosis, focal hypergranulosis and irregular acanthosis with elongated saw-toothed rete ridges?","yes","yes"
"6156","is onsumption of tobacco in india hyperkeratosis, focal hypergranulosis and irregular acanthosis with elongated saw-toothed rete ridges?","no","yes"
"6157","what shows liquefactive degeneration?","basal layer","bone"
"6158","what does the basal layer show?","liquefactive degeneration","sebaceous gland"
"6159","does the basal layer show liquefactive degeneration?","yes","no"
"6160","does sectioned surface show liquefactive degeneration?","no","no"
"6161","are impaired remodeling of calcified cartilage in the epiphyses of the wrist evident?","no","yes"
